Supplier,Category,SubCategory,Name,Price,OldPrice,Description,VendorCode,Pictures,Sizes,Total_Qty,Badge
BUYMEUA,ПОВСЯКДЕННИЙ ОДЯГ,Сонцезахисні окуляри,Чоловічі окуляри pors    ТР6857,499.0000,,"<p><strong>Сонцезахисні окуляри в стилі Porsche Design</strong><br>Чиста форма. Максимальний ефект.</p><p>Лаконічний дизайн з характером — ідеально доповнює як повсякденний, так і більш зібраний образ. Легка оправа з пластику з металевими вставками виглядає строго та сучасно.</p><p>Лінзи з полімеру з захистом UV400 ефективно блокують шкідливе випромінювання та забезпечують комфорт для очей у сонячну погоду.</p><p><strong>Деталі:</strong><br>• матеріал оправи: пластик<br>• вставки: метал<br>• лінзи: полімер<br>• захист: UV400<br>• легкі та зручні<br>• універсальна форма</p>",95525,"https://cdn.buymeua.shop/buymeua/product/2910776/conversions/Gemini_Generated_Image_8cfj428cfj428cfj-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910767/conversions/1774212994-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910768/conversions/1774212997-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910769/conversions/1774213001-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910770/conversions/1774213005-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910771/conversions/1774213008-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910772/conversions/1774213012-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910773/conversions/1774213016-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2910774/conversions/1774213022-optimized.jpg",Універсальний - 7,7,
BUYMEUA,МІЛІТАРІ,Тактичні рюкзаки/сумки та аксесуари,рюкзак парамедика чорний    ТР6865,1799.0000,,"<p><strong>Тактичний рюкзак з органайзером (медичний / EDC)</strong></p><p>Функціональний рюкзак, продуманий до деталей. Підходить для тактичних завдань, медицини, походів та щоденного використання.</p><p>Головна особливість — повністю розкладна конструкція з швидким доступом до всього вмісту.</p><p><strong>Переваги:</strong></p><p>• повністю розкривається — зручний доступ до речей<br>• внутрішній органайзер + знімні модулі<br>• можливість сортування спорядження<br>• міцний зносостійкий матеріал<br>• зміцнені шви та якісна фурнітура<br>• MOLLE-система для додаткового навісу<br>• липучки під патчі / шеврони<br>• анатомічна спинка з вентиляцією<br>• м'які регульовані лямки<br>• нагрудний і поясний ремінці для фіксації<br>• бічні кишені під пляшки</p><p><strong>Ідеально підходить для:</strong></p><p>• тактичного використання<br>• медицини (аптечка / IFAK)<br>• походів та активного відпочинку<br>• EDC (щоденне використання)</p><p><strong>Фішка:</strong><br>Рюкзак розкривається як кейс — ти відразу бачиш весь вміст. Жодного “копатися всередині”.</p>",95540,"https://cdn.buymeua.shop/buymeua/product/2911657/conversions/Gemini_Generated_Image_5foqtj5foqtj5foq-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911654/conversions/1774292512-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911655/conversions/1774292524-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911656/conversions/1774292517-optimized.jpg",Універсальний - 47,47,
BUYMEUA,МІЛІТАРІ,Тактичні рюкзаки/сумки та аксесуари,рюкзак парамедика олива ТР6865,1799.0000,,"<p><strong>Тактичний рюкзак з органайзером (медичний / EDC)</strong></p><p>Функціональний рюкзак, продуманий до деталей. Підходить для тактичних завдань, медицини, походів та щоденного використання.</p><p>Головна особливість — повністю розкладна конструкція з швидким доступом до всього вмісту.</p><p><strong>Переваги:</strong></p><p>• повністю розкривається — зручний доступ до речей<br>• внутрішній органайзер + знімні модулі<br>• можливість сортування спорядження<br>• міцний зносостійкий матеріал<br>• посилені шви та якісна фурнітура<br>• MOLLE-система для додаткового навісу<br>• липучки під патчі / шеврони<br>• анатомічна спинка з вентиляцією<br>• м'які регульовані лямки<br>• нагрудний та поясний ремені для фіксації<br>• бічні кишені під пляшки</p><p><strong>Ідеально підходить для:</strong></p><p>• тактичного використання<br>• медицини (аптечка / IFAK)<br>• походів та активного відпочинку<br>• EDC (щоденне використання)</p><p><strong>Фішка:</strong><br>Рюкзак розкривається як кейс — ти одразу бачиш весь вміст. Ніякого “порпання всередині”.</p>",95541,"https://cdn.buymeua.shop/buymeua/product/2911653/conversions/%D0%B7%D0%BE%D0%B1%D1%80%D0%B0%D0%B6%D0%B5%D0%BD%D0%BD%D1%8F_viber_2026-03-22_21-06-15-289-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911651/conversions/1774292306-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911652/conversions/1774292310-optimized.jpg",Універсальний - 10,10,
BUYMEUA,МІЛІТАРІ,Тактичні рюкзаки/сумки та аксесуари,Тактична сумка на пояс A50 олива ТР6865,249.0000,,"<p>Тактичний поясний рюкзак з системою кріплень MOLLE є компактним та функціональним аксесуаром, який призначений для носіння різноманітних дрібниць та необхідних предметів під час подорожей, екстремальних видів спорту та інших ситуацій. Рюкзак має компактні розміри 18х11х3 см, що дозволяє носити його на поясі без зайвого обтяження та зручного доступу до необхідних предметів.</p><p>Поясна сумка обладнана кріпленнями системи MOLLE з металевими кнопками для підвішування на пояс, рюкзак, а також петлею для карабіна. Вона має два основних відділення на блискавці. У першому є спеціальний кишеня з сітки, а в другому кишеня з нейлону. Можна носити з собою мобільні телефони, ручки, гаманці, карабіни та інші товари для кемпінгу. Підсумок виготовлений з міцного нейлону, який стійкий до вологи та зношення.</p><p><strong>Характеристики:</strong></p><ul><li>Тип: тактичний підсумок</li><li>Матеріал: суперміцний, водонепроникний 1000D нейлон.</li><li>Фурнітура: пластик, паракорд, метал</li><li>Тип застібки: блискавка</li><li>Кріплення: Моллі</li><li>Пол: унісекс</li><li>Розміри сумки: 18х11х3 см</li><li>Об'єм: 1 л</li><li>Вага: 135 г</li><li>Колір: олива</li></ul><p><strong>Комплектація:</strong></p><ul><li>Тактичний підсумок А50</li><li>Упаковка</li></ul>",95546,"https://cdn.buymeua.shop/buymeua/product/2911666/conversions/86404440525655-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911662/conversions/1774293004-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911663/conversions/1774293008-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911664/conversions/1774293012-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911665/conversions/1774293019-optimized.jpg",Універсальний - 28,28,
BUYMEUA,МІЛІТАРІ,Тактичні рюкзаки/сумки та аксесуари,Тактичний поясний рюкзак A50 мультикам ТР6865,249.0000,,"<p>Тактична поясна сумка з кріпленням MOLLE є компактним і функціональним аксесуаром, який призначений для носіння різних дрібниць і необхідних предметів під час подорожей, екстремальних видів спорту та інших ситуацій. Сумка має компактні розміри 18х11х3 см, що дозволяє носити її на поясі без зайвого обтяження та зручна для доступу до необхідних предметів.</p><p>Поясна сумка обладнана кріпленнями системи MOLLE з металевими кнопками для підвішування на ремінь, рюкзак, також петелька для карабіна. Вона має два основних відділення на блискавці. У першому є спеціальний кишеня з сітки, а у другому кишеня з нейлону. Можна носити з собою мобільні телефони, ручки, гаманці, карабіни та інші товари для кемпінгу. Підсумок виготовлений з міцного нейлону, який стійкий до вологи та зношування.</p><p><strong>Характеристики:</strong></p><ul><li>Тип: підсумок тактичний</li><li>Матеріал: суперміцний, водонепроникний 1000D нейлон.</li><li>Фурнітура: пластик, паракорд, метал</li><li>Тип застібки: блискавка</li><li>Кріплення: Моллі</li><li>Пол: унісекс</li><li>Розміри сумки: 18х11х3 см</li><li>Об'єм: 1 л</li><li>Вага: 135 г</li><li>Колір: олива</li></ul><p><strong>Комплектація:</strong></p><ul><li>Підсумок тактичний А50</li><li>Упаковка</li></ul>",95547,"https://cdn.buymeua.shop/buymeua/product/2911674/conversions/taktychna-sumka-na-poias-18kh11kh3-sm-z-kriplenniam-molle-a50-multykam-cholovichyi-poiasnyi-pidsumok-67831789928328-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911667/conversions/1774293154-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911668/conversions/1774293158-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911669/conversions/1774293162-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911670/conversions/1774293166-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911671/conversions/1774293170-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911672/conversions/1774293174-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2911673/conversions/1774293178-optimized.jpg",Універсальний - 1,1,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Бейсболка сітка олива ТР6866,449.0000,,"<p>Легка та зручна кепка для міста, тренувань та польових умов.<br>Сітчаста основа забезпечує відмінну вентиляцію, не пітніє в спеку та комфортна при тривалому носінні.</p><p>Передня панель з велкро — можна прикріплювати патчі або носити в мінімалістичному стилі.</p><p><strong>Особливості:</strong></p><ul><li>матеріал: котон</li><li>задня частина — дихаюча сітка</li><li>відмінна вентиляція</li><li>велкро панель під патчі</li><li>легка та зручна</li><li>універсальний розмір (регулюється)</li></ul>",95548,"https://cdn.buymeua.shop/buymeua/product/2928197/conversions/Gemini_Generated_Image_neo2ihneo2ihneo2-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928193/conversions/1774896730-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928194/conversions/1774896733-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928195/conversions/1774896737-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928196/conversions/1774896740-optimized.jpg",Універсальний - 2,2,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Бейсболка сітка койот ТР6868,449.0000,,"<p>Легка та зручна кепка для міста, тренувань та польових умов.<br>Сітчаста основа забезпечує відмінну вентиляцію, не парить у спеку і комфортна при тривалому носінні.</p><p>Фронтальна панель з велкро — можна прикріплювати патчі або носити в мінімалістичному стилі.</p><p><strong>Особливості:</strong></p><ul><li>матеріал: котон</li><li>задня частина — дихаюча сітка</li><li>відмінна вентиляція</li><li>велкро панель під патчі</li><li>легка та зручна</li><li>універсальний розмір (регулюється)</li></ul>",95550,"https://cdn.buymeua.shop/buymeua/product/2928267/conversions/Gemini_Generated_Image_gph527gph527gph5-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928262/conversions/1774896872-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928263/conversions/1774896875-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928265/conversions/1774896879-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928266/conversions/1774896882-optimized.jpg",Універсальний - 1,1,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Бейсболка сітка чорна ТР6869,449.0000,,"<p>Легка та зручна кепка для міста, тренувань і польових умов.<br>Мереживна основа забезпечує відмінну вентиляцію, не парить у спеку і комфортна при тривалому носінні.</p><p>Фронтальна панель із велкро — можна кріпити патчі або носити в мінімалістичному стилі.</p><p><strong>Особливості:</strong></p><ul><li>матеріал: котон</li><li>задня частина — дихаюча сітка</li><li>відмінна вентиляція</li><li>велкро панель під патчі</li><li>легка та зручна</li><li>універсальний розмір (регулюється)</li></ul>",95551,"https://cdn.buymeua.shop/buymeua/product/2928246/conversions/Gemini_Generated_Image_mqedvdmqedvdmqed-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928242/conversions/1774896826-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928243/conversions/1774896829-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928244/conversions/1774896832-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2928245/conversions/1774896836-optimized.jpg",Універсальний - 4,4,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Кепка 7.62 чорна ТР6871,449.0000,,"<p><strong>Тактична кепка Rip-Stop</strong></p><p>Універсальна кепка для повсякденного носіння та тактичних завдань. Легка, міцна та зручна.</p><p><strong>Переваги:</strong></p><p>• матеріал — Rip-Stop (підвищена зносостійкість)<br>• вишивка — акуратний і довговічний малюнок<br>• липучка під шеврон — можна кастомізувати<br>• тримає форму, не мнеться<br>• добре дихає, підходить для спеки<br>• регульований розмір — підходить під будь-яку голову</p><p><strong>Розмір:</strong></p><p>• універсальний (регулюється ззаду)</p>",95553,"https://cdn.buymeua.shop/buymeua/product/2912925/conversions/Gemini_Generated_Image_ktxkxyktxkxyktxk-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912921/conversions/1774385851-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912922/conversions/1774385854-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912923/conversions/1774385858-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912924/conversions/1774385863-optimized.jpg",Універсальний - 5,5,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Кепка 7.62 койот ТР6872,449.0000,,"<p><strong>Тактична кепка Rip-Stop</strong></p><p>Універсальна кепка для повсякденного носіння та тактичних завдань. Легка, міцна та зручна.</p><p><strong>Переваги:</strong></p><p>• матеріал — Rip-Stop (підвищена зносостійкість)<br>• вишивка — акуратний та довговічний малюнок<br>• липучка під шеврон — можна кастомізувати<br>• тримає форму, не м'неться<br>• добре дихає, підходить для спеки<br>• регульований розмір — підходить під будь-яку голову</p><p><strong>Розмір:</strong></p><p>• універсальний (регулюється ззаду)</p>",95554,"https://cdn.buymeua.shop/buymeua/product/2912920/conversions/Gemini_Generated_Image_rw2grmrw2grmrw2g-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912916/conversions/1774385752-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912917/conversions/1774385756-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912918/conversions/1774385760-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912919/conversions/1774385765-optimized.jpg",Універсальний - 39,39,
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Кепка 7.62 олива ТР6873,449.0000,,"<p><strong>Тактична кепка Rip-Stop</strong></p><p>Універсальна кепка для повсякденного носіння та тактичних завдань. Легка, міцна та зручна.</p><p><strong>Переваги:</strong></p><p>• матеріал — Rip-Stop (висока зносостійкість)<br>• вишивка — акуратний і довговічний малюнок<br>• липучка під шеврон — можна кастомізувати<br>• тримає форму, не м’ятається<br>• добре дихає, підходить для спеки<br>• регулюваний розмір — підходить під будь-яку голову</p><p><strong>Розмір:</strong></p><p>• універсальний (регулюється ззаду)</p>",95555,"https://cdn.buymeua.shop/buymeua/product/2912915/conversions/Gemini_Generated_Image_m36idsm36idsm36i-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912911/conversions/1774385670-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912912/conversions/1774385673-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912913/conversions/1774385677-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2912914/conversions/1774385681-optimized.jpg",Універсальний - 51,51,
BUYMEUA,ПОВСЯКДЕННИЙ ОДЯГ,Головні убори,Кепка Lord black ТР6875,699.0000,,<p>Мінімалістична бейсболка з акцентною фронтальною вишивкою.<br>Плотний cotton-матеріал тримає форму і підходить для щоденного носіння.</p><p>— Матеріал: котон<br>— Декор: об'ємна вишивка<br>— Посадка: класична<br>— Регулювання: ремінець ззаду<br>— Розмір: універсальний (56–59)</p>,95556,"https://cdn.buymeua.shop/buymeua/product/2953913/conversions/2-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953909/conversions/1776189477-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953910/conversions/1776189482-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953911/conversions/1776189487-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953912/conversions/1776189492-optimized.jpg",Універсальний - 1,1,
BUYMEUA,ПОВСЯКДЕННИЙ ОДЯГ,Головні убори,Бейсболка alo black ТР6876,699.0000,,<p>Мінімалістична бейсболка з акцентною фронтальною вишивкою.<br>Густий бавовняний матеріал тримає форму і підходить для щоденного носіння.</p><p>— Матеріал: бавовна<br>— Декор: об'ємна вишивка<br>— Сидіння: класичне<br>— Регулювання: ремінець ззаду<br>— Розмір: універсальний (56–59)</p>,95557,"https://cdn.buymeua.shop/buymeua/product/2953908/conversions/2-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953904/conversions/1776189428-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953905/conversions/1776189432-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953906/conversions/1776189438-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953907/conversions/1776189442-optimized.jpg",Універсальний - 3,3,
BUYMEUA,ПОВСЯКДЕННИЙ ОДЯГ,Головні убори,Бейсболка alo white ТР6877,699.0000,,<p>Мінімалістична бейсболка з акцентною фронтальною вишивкою.<br>Щільний cotton-матеріал тримає форму і підходить для щоденного носіння.</p><p>— Матеріал: котон<br>— Декор: об'ємна вишивка<br>— Посадка: класична<br>— Регулювання: ремінець ззаду<br>— Розмір: універсальний (56–59)</p>,95558,"https://cdn.buymeua.shop/buymeua/product/2953903/conversions/Gemini_Generated_Image_yyfyp6yyfyp6yyfy-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953899/conversions/1776189385-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953900/conversions/1776189390-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953901/conversions/1776189395-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2953902/conversions/1776189400-optimized.jpg",Універсальний - 6,6,
BUYMEUA,МІЛІТАРІ,РПС / Плитоноски,Патронташ на липучці чорний ТР6894,365.0000,,<p>Горизонтальний патронташ на липучці &nbsp;6rnd Shotgun Panel. Дозволяє розмістити 6 патронів до гладкоствольної зброї на спорядженні з панеллю Hook&amp;Loop.</p><p>Розмір: 7.62 см x 15.24 см x 2.54 см.</p>,95571,"https://cdn.buymeua.shop/buymeua/product/2917287/conversions/GRK_8997-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917284/conversions/1774461433-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917285/conversions/1774461438-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917286/conversions/1774461442-optimized.jpg",Універсальний - 26,26,
BUYMEUA,МІЛІТАРІ,РПС / Плитоноски,Патронташ на липучці піксель ТР6895,365.0000,,<p>Горизонтальний патронташ на липучці &nbsp;6rnd Shotgun Panel. Дозволяє розмістити 6 патронів до гладкоствольної зброї на спорядженні з панеллю Hook&amp;Loop.</p><p>Розмір: 7.62 см x 15.24 см x 2.54 см.</p>,95572,"https://cdn.buymeua.shop/buymeua/product/2917282/conversions/GRK_9019-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917279/conversions/1774461311-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917280/conversions/1774461316-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917281/conversions/1774461320-optimized.jpg",Універсальний - 25,25,
BUYMEUA,МІЛІТАРІ,РПС / Плитоноски,Патронташ на липучці мультикам ТР6897,365.0000,,<p>Горизонтальний патронташ на липучці &nbsp;6rnd Shotgun Panel. Дозволяє розмістити 6 патронів до гладкоствольної зброї на спорядженні з панеллю Hook&amp;Loop.</p><p>Розмір: 7.62 см x 15.24 см x 2.54 см.</p>,95574,"https://cdn.buymeua.shop/buymeua/product/2917278/conversions/Gemini_Generated_Image_hb251ihb251ihb25-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917275/conversions/1774461178-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917276/conversions/1774461182-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917277/conversions/1774461187-optimized.jpg",Універсальний - 23,23,
BUYMEUA,МІЛІТАРІ,Тактичні рюкзаки/сумки та аксесуари,Рогатка тактична з компасом ТР6898,360.0000,,"<p>Металева рогатка з високою потужністю та точністю. Підходить для полювання, відпочинку та виживання.</p><p><strong>Характеристики:</strong></p><ul><li>Корпус: метал</li><li>Рукоятка: ремінь (надійний хват)</li><li>Компас: вбудований</li><li>Резинки: 3 посилені</li><li>Сумісність: камені, мармур</li><li>Точність: висока</li><li>Сила пострілу: висока</li><li>Габарити: компактні</li><li>Вага: легка</li><li>Безпека: високий рівень</li></ul><p><strong>Переваги:</strong></p><ul><li>Зручно лежить в руці</li><li>Швидке наведення</li><li>Можна використовувати як EDC-інструмент</li><li>Підходить для польових умов</li></ul>",95575,"https://cdn.buymeua.shop/buymeua/product/2917321/conversions/GRK_8973-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917315/conversions/1774467690-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917316/conversions/1774467694-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917317/conversions/1774467702-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917318/conversions/1774467706-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917319/conversions/1774467711-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2917320/conversions/1774467716-optimized.jpg",Універсальний - 20,20,
BUYMEUA,ПОВСЯКДЕННИЙ ОДЯГ,Штани,Міські штани-карго джогери SATELIT black TR6901,1749.0000,,"<p>Легкі та функціональні штани для міста, активного руху та повсякденного носіння. Жата плащівка з краш-ефектом не мнеться, швидко сохне та максимально комфортна до тіла. Вільний крій не сковує рухів, а продумана система кишень робить модель практичною на кожен день.<br><br><strong>Особливості:</strong></p><ul><li>матеріал: жата плащівка (crash)</li><li>легка та дихаюча тканина</li><li>приємні до тіла</li><li>6 функціональних кишень</li><li>пояс та манжети на резинці</li><li>зручна посадка</li><li>швидкий догляд, не потребують прасування</li></ul><p><strong>Розмірна сітка:&nbsp;</strong></p><figure class=""table""><table><thead><tr><th>Розмір</th><th>Талія (см)</th><th>Стегна (см)</th><th>Довжина (см)</th></tr></thead><tbody><tr><td>S</td><td>33</td><td>49</td><td>97</td></tr><tr><td>M</td><td>34</td><td>52</td><td>96</td></tr><tr><td>L</td><td>35</td><td>54</td><td>98</td></tr><tr><td>XL</td><td>36</td><td>56</td><td>98</td></tr><tr><td>2XL</td><td>36</td><td>56</td><td>99</td></tr><tr><td>3XL</td><td>37</td><td>57</td><td>100</td></tr><tr><td>4XL</td><td>38</td><td>62</td><td>101</td></tr></tbody></table></figure>",95579,"https://cdn.buymeua.shop/buymeua/product/2934352/conversions/Gemini_Generated_Image_xd2kitxd2kitxd2k-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934347/conversions/1775161606-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934348/conversions/1775161610-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934349/conversions/1775161613-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934350/conversions/1775161617-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934351/conversions/1775161621-optimized.jpg","S - 12, M - 33, L - 48, XL - 28, XXL - 24, XXXL - 19, XXXXL - 15",179,
BUYMEUA,ПОВСЯКДЕННИЙ ОДЯГ,Штани,Міські карго штани джогери SATELIT grey ТР6902,1749.0000,,"<p>Легкі та функціональні штани для міста, активного руху та повсякденного носіння.<br>Зім'ятий плащівка з краш-ефектом не мнеться, швидко сохне і максимально комфортна до тіла.</p><p>Вільний крій не сковує рухів, а продумана система кишень робить модель практичною на кожен день.</p><p><strong>Особливості:</strong></p><ul><li>матеріал: зім'ятий плащівка (crash)</li><li>легка, дихаюча тканина</li><li>приємні до тіла</li><li>6 функціональних кишень</li><li>пояс і манжети на резинці</li><li>зручна посадка</li><li>швидкий догляд, не вимагає прасування</li></ul><p><strong>Розмірна сітка:</strong></p><figure class=""table""><table><thead><tr><th>Розмір</th><th>Пояс (см)</th><th>Бідра (см)</th><th>Довжина (см)</th></tr></thead><tbody><tr><td>S</td><td>33</td><td>49</td><td>97</td></tr><tr><td>M</td><td>34</td><td>52</td><td>96</td></tr><tr><td>L</td><td>35</td><td>54</td><td>98</td></tr><tr><td>XL</td><td>36</td><td>56</td><td>98</td></tr><tr><td>2XL</td><td>36</td><td>56</td><td>99</td></tr><tr><td>3XL</td><td>37</td><td>57</td><td>100</td></tr><tr><td>4XL</td><td>38</td><td>62</td><td>101</td></tr></tbody></table></figure>",95580,"https://cdn.buymeua.shop/buymeua/product/2934359/conversions/Gemini_Generated_Image_823lw4823lw4823l-%281%29-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934354/conversions/1775161718-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934355/conversions/1775161722-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934356/conversions/1775161726-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934357/conversions/1775161730-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2934358/conversions/1775161734-optimized.jpg","S - 15, M - 42, L - 39, XL - 43, XXL - 29, XXXL - 19, XXXXL - 7",194,
BUYMEUA,МІЛІТАРІ,тактичне взуття,Тактичні кросівки Frog кайот ТР6903,2100.0000,,"<p>Легкі та зручні <strong>тактичні кросівки</strong>, розроблені для активного використання в місті, на природі та в польових умовах. Модель поєднує <strong>натуральну шкіру та вентиляційні вставки з сітки</strong>, що забезпечує хорошу міцність та комфорт під час тривалого носіння.</p><p>Завдяки <strong>гумовій підошві</strong> кросівки мають хороше зчеплення з поверхнею та стійкість до зносу. Конструкція забезпечує зручну посадку, вентиляцію та надійність при русі.</p><p>Підходять для <strong>повсякденного використання, тренувань, активного відпочинку та тактичних завдань</strong>.</p><h3>Особливості</h3><ul><li><strong>натуральна шкіра</strong></li><li>вентиляційні <strong>вставки з сітки</strong></li><li>міцна <strong>гумова підошва</strong></li><li>добра вентиляція</li><li>зручна посадка</li><li>зносостійка конструкція</li></ul><h2>Таблиця розмірів</h2><figure class=""table""><table><thead><tr><th>Розмір</th><th>Довжина стельки (см)</th></tr></thead><tbody><tr><td>41</td><td>26</td></tr><tr><td>42</td><td>26.5</td></tr><tr><td>43</td><td>27</td></tr><tr><td>44</td><td>28.5</td></tr><tr><td>45</td><td>29</td></tr><tr><td>46</td><td>29.5</td></tr></tbody></table></figure>",95581,"https://cdn.buymeua.shop/buymeua/product/2930458/conversions/Gemini_Generated_Image_teo190teo190teo1-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935530/conversions/1775499019-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935531/conversions/1775499022-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935532/conversions/1775499026-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935533/conversions/1775499030-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/2935534/conversions/1775499033-optimized.jpg","40 - 36, 41 - 36, 42 - 35, 43 - 34, 44 - 34, 45 - 33, 46 - 34",242,
